database_id,scientificName,family,subfamily,genus,subgenus,subspecies,species,specificEpithet,infraspecificEpithet,acceptedNameUsage,taxonRank,scientificNameAuthorship,identificationQualifier,higherClassification,identificationReferences,typeStatus,previousIdentifications,verbatimIdentification,identifiedBy,dateIdentified,decimalLatitude,decimalLongitude,stateProvince,continent,locality,island,county,municipality,level0Gid,level0Name,level1Gid,level1Name,license,issue,eventDate,eventTime,day,month,year,basisOfRecord,country,type,occurrenceStatus,recordNumber,recordedBy,eventID,Location,samplingProtocol,samplingEffort,individualCount,organismQuantity,coordinatePrecision,coordinateUncertaintyInMeters,spatiallyValid,catalogNumber,gbifID,datasetID,institutionCode,datasetName,otherCatalogNumbers,occurrenceID,taxonKey,coreid,recordId,collectionID,verbatimScientificName,verbatimEventDate,associatedTaxa,associatedOrganisms,fieldNotes,sex,rights,rightsHolder,accessRights,associatedReferences,bibliographicCitation,references,informationWithheld,isDuplicateOf,hasCoordinate,hasGeospatialIssues,assertions,occurrenceYear,id,duplicateStatus,associatedOccurrences,locationRemarks,dataSource,verbatim_scientificName
Dorey_data_11133610,"Bombus bohemicus (Seidl, 1838)",Apidae,Apinae,Bombus,NA,NA,Bombus bohemicus,bohemicus,NA,NA,species,"(Seidl, 1838)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,Roos M.,NA,NA,NA,Gelderland,NA,"Beek, bij Nijmegen",NA,NA,NA,NA,NA,NA,NA,NA,NA,1946-05-01T00:00:00Z,NA,1,5,1946,PreservedSpecimen,"Bonaire, saint eustatius and saba",NA,NA,NA,Verhoeff P.M.F.,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.618449,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.618449,NA,f2c62d27-92e4-4548-947d-26cce8a2a241,NA,NA,"Bombus (Psithyrus) bohemicus Seidl, 1837",1-5-1946,NA,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_12067726,"Bombus lapidarius (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus lapidarius,lapidarius,NA,NA,subspecies,"(Linnaeus, 1758)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Klanxb?ll,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938-09-03T00:00:00Z,NA,3,9,1938,PreservedSpecimen,Germany,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.826785,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.826785,NA,20c990cd-1f9b-47c1-91fb-eea69223878a,NA,NA,"Bombus (Melanobombus) lapidarius lapidarius Linnaeus, 1758",3.9.38,NA,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_13814561,"Svastra duplocincta (Cockerell, 1905)",Apidae,Apinae,Svastra,NA,NA,Svastra duplocincta,duplocincta,NA,NA,NA,"(Cockerell, 1905)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,NA,Tucson Airport,NA,Pima Co.,NA,NA,NA,NA,NA,NA,NA,2009-08-30T00:00:00Z,NA,30,8,2009,PreservedSpecimen,United states,NA,NA,NA,J. S. Ascher,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00149848,NA,NA,AMNH,NA,NA,8566d720-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:aa9e4fa7-bda0-48fe-b57d-9e896679c819,66acc5ec-da39-42c7-811a-824c25f96161,"Svastra duplocincta Cockerell, 1905",8/30/2009,NA,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,AMNH,Not-for-profit use only,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49477280,NA,NA,NA,NA,NA,NA,49477280,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_15555860,"Agapostemon femoratus Crawford, 1901",Halictidae,Halictinae,Agapostemon,NA,NA,Agapostemon femoratus,femoratus,NA,NA,NA,"Crawford, 1901",NA,NA,NA,NA,NA,NA,"Roberts, R",1967,NA,NA,Utah,NA,Curley Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949-08-24T00:00:00Z,NA,24,8,1949,PreservedSpecimen,United states,NA,NA,NA,"Knowlton, George",NA,NA,NA,NA,NA,NA,NA,NA,NA,495099,NA,NA,KU,NA,NA,25158400-1ed6-11e3-bfac-90b11c41863e,NA,NA,urn:uuid:d0bcadb0-6079-457e-8a22-6e7e8155805d,c45886f1-3524-42f4-a113-4e4e193505a8,Agapostemon (Agapostemon) femoratus,1949-8-24,Cleome,NA,NA,M,http://creativecommons.org/publicdomain/zero/1.0/,The University of Kansas Natural History Museum,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15585170,NA,NA,NA,NA,NA,NA,15585170,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_12578317,"Melissodes tintinnans (Holmberg, 1884)",Apidae,Apinae,Melissodes,NA,NA,Melissodes tintinnans,tintinnans,NA,NA,NA,"(Holmberg, 1884)",NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,Buenos Aires,NA,Dpto. Puan Felipe Sola,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938-02-13T00:00:00Z,NA,13,2,1938,PreservedSpecimen,Argentina,NA,NA,NA,M.M. Senkute,NA,NA,NA,NA,1,NA,NA,NA,NA,INHS Insect Collection 343610,NA,NA,INHS,NA,NA,85311084-bc68-4ff4-91b9-ccb70a344030,NA,NA,urn:uuid:a752d4f8-0ce5-4dee-8cb8-51fed55bb1dc,d93d943b-2390-4e2c-9050-11a9ec9a2a96,Melissodes tintinnans,1938-2-13,NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=61353163,NA,NA,NA,NA,NA,NA,61353163,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_16704162,"Trigona spinipes (Fabricius, 1793)",Apidae,Apinae,Trigona,NA,NA,Trigona spinipes,spinipes,NA,NA,NA,"(Fabricius, 1793)",NA,NA,NA,NA,NA,NA,Camargo,2005,NA,NA,São Paulo,NA,Fazenda Santa Carlota,NA,NA,Cajurú,NA,NA,NA,NA,NA,NA,1989-04-21T00:00:00Z,NA,21,4,1989,PreservedSpecimen,Brazil,NA,NA,NA,S.R.M.Pedro,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLG-3493,NA,NA,USP-RP,NA,NA,BRA:USP-RP:RPSP:FLG-3493,NA,NA,urn:uuid:2e43f559-6391-44f7-9512-fa8628a0b104,20161031-4d22-4001-976d-dcf11874a52e,Trigona spinipes,1989-04-21,NA,NA,NA,female,http://creativecommons.org/licenses/by-nc/4.0/,"J.M.F. Camargo, FFCLRP/USP",NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=60029034,NA,NA,NA,NA,NA,NA,60029034,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_3180550,"Nannotrigona melanocera (Schwarz, 1938)",Apidae,Apinae,Nannotrigona,NA,NA,Nannotrigona melanocera,melanocera,NA,NA,SPECIES,"(Schwarz, 1938)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0_1_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,NA,NA,NA,MATERIAL_CITATION,NA,NA,PRESENT,NA,Villavicencio & Universidad & A. Pulido & D. Triana,NA,NA,NA,NA,1,NA,NA,NA,NA,LABUN26604,2465037432,NA,NA,NA,NA,03EC87AF3179FFCB50CA05CCA89E3788.mc.3B2D3CE43177FFCB52890249A9923764,1344759,NA,NA,NA,"Nannotrigona melanocera (Schwarz, 1938)",NA,NA,NA,NA,MALE,NA,NA,NA,NA,NA,http://treatment.plazi.org/id/03EC87AF3179FFCB50CA05CCA89E3788,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_4691171,"Bombus campestris (Panzer, 1801)",Apidae,Apinae,Bombus,NA,NA,Bombus campestris,campestris,NA,NA,SPECIES,"(Panzer, 1801)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,Vaud,NA,"Les Chevalleyres, Près-Vevey",NA,NA,NA,NA,NA,NA,NA,CC0_1_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;TAXON_MATCH_HIGHERRANK;AMBIGUOUS_INSTITUTION,1911-07-12T00:00:00Z,NA,12,7,1911,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.646816,2443343543,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.646816,1340527,NA,NA,NA,"Bombus campestris (Panzer, 1801)",12-28-7-1911,NA,NA,NA,MALE,NA,Naturalis Biodiversity Center,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_5580202,"Osmia cornifrons (Radoszkowski, 1887)",Megachilidae,Megachilinae,Osmia,NA,NA,Osmia cornifrons,cornifrons,NA,NA,SPECIES,"(Radoszkowski, 1887)",NA,Animalia|Arthropoda|Insecta|Hymenoptera|Megachilidae|Osmia|Osmia|cornifrons,NA,NA,NA,NA,NA,NA,NA,NA,Chiba,NA,NA,NA,Matsudo-shi,NA,NA,NA,NA,NA,CC_BY_4_0,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE,1960-05-01T00:00:00Z,NA,1,5,1960,PRESERVED_SPECIMEN,NA,text,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15714,1934300188,NA,NSMT,NA,NA,33893831-74e9-4702-9748-e466238eb4b5,5039354,NA,NA,NA,"Osmia cornifrons (Radoszkowski, 1887)",NA,NA,NA,NA,MALE,NA,NA,NA,NA,NA,http://db.kahaku.go.jp/webmuseum_en/detail?cls=col_a3_08&pkey=NSMT-I-Hym%2C15714,NA,NA,FALSE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Megachilidae,NA
Dorey_data_8125678,"Lasioglossum leucopus (Kirby, 1802)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum leucopus,leucopus,NA,NA,SPECIES,"(Kirby, 1802)",NA,Hymenoptera|Halictidae,NA,NA,NA,NA,NA,NA,NA,NA,Limburg,NA,Schin op Geul,NA,NA,NA,NA,NA,NA,NA,CC0_1_0,AMBIGUOUS_INSTITUTION,1924-09-02T00:00:00Z,NA,2,9,1924,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,coll. Blöte,NA,NA,NA,NA,NA,NA,NA,NA,NA,RMNH.INS.821500,2443241596,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.821500,1353834,NA,NA,NA,"Lasioglossum leucopus (Kirby, 1802)",2-IX-1924,NA,NA,NA,MALE,NA,Naturalis Biodiversity Center,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Halictidae,NA
Dorey_data_13814667,"Melissodes tristis Cockerell, 1894",Apidae,Apinae,Melissodes,NA,NA,Melissodes tristis,tristis,NA,NA,NA,"Cockerell, 1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,NA,"Southwestern Research Station (SWRS), 5 mi W of Portal",NA,Cochise Co.,NA,NA,NA,NA,NA,NA,NA,1956-10-05T00:00:00Z,NA,5,10,1956,PreservedSpecimen,United states,NA,NA,NA,E. Ordway,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00150342,NA,NA,AMNH,NA,NA,85670894-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:07d8c6f5-4f87-4452-aa58-c561aafd256d,66acc5ec-da39-42c7-811a-824c25f96161,"Melissodes tristis Cockerell, 1894",10/5/1956,NA,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,AMNH,Not-for-profit use only,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49667267,NA,NA,NA,NA,NA,NA,49667267,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_15004947,"Osmia pumila Cresson, 1864",Megachilidae,Megachilinae,Osmia,NA,NA,Osmia pumila,pumila,NA,NA,NA,"Cresson, 1864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minnesota,NA,2 mi W of Wabasha,NA,Wabasha Co.,NA,NA,NA,NA,NA,NA,NA,1962-05-30T00:00:00Z,NA,30,5,1962,PreservedSpecimen,United states,NA,NA,NA,J. R. Powers,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00099924,NA,NA,AMNH,NA,NA,84cdee48-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:729866b7-8dce-480c-b3dd-e39e227629fd,66acc5ec-da39-42c7-811a-824c25f96161,"Osmia pumila Cresson, 1864",5/30/1962,NA,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,AMNH,Not-for-profit use only,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49489781,NA,NA,NA,NA,NA,NA,49489781,Duplicate,NA,NA,SCAN_Megachilidae,NA
Dorey_data_5037210,"Zadontomerus Ashmead, 1899",Apidae,NA,Zadontomerus,NA,NA,NA,NA,NA,NA,GENUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Luis Potosi,SOUTH_AMERICA,"Platanito, hwy 80 km 141, W",NA,NA,NA,NA,NA,NA,NA,CC_BY_4_0,COLLECTION_MATCH_FUZZY,1990-07-27T00:00:00Z,NA,27,7,1990,PRESERVED_SPECIMEN,NA,NA,PRESENT,NA,Bell & Yarom,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212112,894558971,NA,KU,Snow Entomological Museum Collection,NA,e321b13b-2028-4938-b6b3-5b1c2c666805,4578242,NA,NA,NA,Ceratina (Zadontomerus),NA,NA,NA,NA,NA,NA,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_11128883,"Bombus (Pyrobombus) hypnorum ericetorum (Panzer, 1801)",Apidae,NA,Bombus,Pyrobombus,NA,NA,hypnorum,ericetorum,NA,subspecies,"(Panzer, 1801)",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berlin-Buch,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936-07-03T02:36:07Z,NA,3,7,1936,PreservedSpecimen,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZMA.INS.756554,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.756554,NA,b94dcf8f-1fa3-4490-b914-557ebf29ebb1,NA,NA,NA,VII.36,NA,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unique,NA,NA,iDigBio_apidae,NA
Dorey_data_12021473,"Bombus (Thoracobombus) pascuorum septentrionalis Vogt, 1909",Apidae,NA,Bombus,Thoracobombus,NA,NA,pascuorum,septentrionalis,NA,subspecies,"Vogt, 1909",NA,Hymenoptera|Apidae,NA,NA,NA,NA,NA,NA,NA,NA,Scotland,NA,Thurso,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910-08-12T00:00:00Z,NA,12,8,1910,PreservedSpecimen,United kingdom,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZMA.INS.684242,NA,NA,NA,NA,NA,https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.684242,NA,d15bf3d8-5f88-49f3-893c-825e9c4daaa8,NA,NA,NA,12-8-1910,NA,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unique,NA,NA,iDigBio_apidae,NA
Dorey_data_15654128,Halictidae,Halictidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomson, 1869",NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"1 Km N of Jct. Highway 95, and Neds Creek Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen,NA,NA,NA,NA,"M.E. Irwin, E.I. Schlinger",NA,NA,NA,NA,1,NA,NA,NA,NA,INHS Insect Collection 316226,NA,NA,INHS,NA,NA,e42bf690-0092-4198-8222-33e9a28af42c,NA,NA,urn:uuid:4cf6f7e3-f001-4cb8-9174-b1092149d510,d93d943b-2390-4e2c-9050-11a9ec9a2a96,NA,NA,NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=61276087,NA,NA,NA,NA,NA,NA,61276087,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_10104519,"Perdita bishoppi Cockerell, 1906",Andrenidae,Panurginae,Perdita,NA,NA,Perdita bishoppi,bishoppi,NA,NA,NA,"Cockerell, 1906",NA,NA,NA,NA,NA,NA,"Timberlake, P",NA,49.85,-112.73,Alberta,Nearctic,"Picture Butte, 3 mi SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-08-06T00:00:00Z,NA,6,8,1978,PreservedSpecimen,Canada,NA,NA,NA,"Michener, Charles",NA,NA,NA,NA,NA,NA,NA,NA,NA,290613,NA,NA,KU,Snow Entomological Museum Collection,NA,207b8e36-1ed6-11e3-bfac-90b11c41863e,NA,07eef054-8735-4d95-b8dc-d1c0b3c181b8,NA,NA,Perdita (Perdita),NA,Solidago missouriensis,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_andrenidae,NA
Dorey_data_16513876,"Melissodes lupinus Cresson, 1878",Apidae,Apinae,Melissodes,NA,NA,Melissodes lupinus,lupinus,NA,NA,NA,"Cresson, 1878",NA,NA,NA,NA,NA,NA,H. Ikerd 2007,NA,38,-119,California,NA,withheld,NA,Madera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,United states,NA,NA,NA,E. Stephens,NA,NA,NA,NA,NA,NA,NA,NA,NA,YOSE165369,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:c64027e7-146e-4426-9ee9-b3fc35896760,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Melissodes lupina,NA,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25468852,NA,NA,NA,NA,NA,NA,25468852,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_664973,"Trichotrigona camargoiana Pedro and Cordeiro, 2015",Apidae,Apinae,Trichotrigona,NA,NA,Trichotrigona camargoiana,camargoiana,NA,NA,SPECIES,"Pedro and Cordeiro, 2015",NA,NA,NA,PARATYPE,NA,NA,NA,NA,-8.783333,-63.733333,Rondônia,NA,"3,5km W margem esquerda do Rio Candeias",NA,NA,Candeias do Jamari,BRA,Brazil,BRA.22_1,Rondônia,CC_BY_NC_4_0,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,2011-04-17T00:00:00Z,NA,17,4,2011,PRESERVED_SPECIMEN,Brazil,Collection,PRESENT,NA,Pedro & Cordeiro,NA,NA,NA,NA,NA,NA,NA,NA,NA,905C- 011,1949806936,NA,USP-RP,"RPSP - Coleção Entomológica “Prof. J.M.F. Camargo”, FFCLRP/USP",NA,BRA:USP-RP:RPSP:905C-011,8495749,NA,NA,NA,"Trichotrigona camargoiana Pedro & Cordeiro, 2015",NA,NA,NA,NA,FEMALE,NA,"RPSP - Coleção Entomológica “Prof. J.M.F. Camargo”, FFCLRP/USP",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_1289164,"Bombus cingulatus Wahlberg, 1854",Apidae,Apinae,Bombus,NA,NA,Bombus cingulatus,cingulatus,NA,NA,SPECIES,"Wahlberg, 1854",NA,NA,NA,NA,NA,NA,NA,NA,63.869814,9.956779,Trøndelag,NA,Lysøysundet,NA,NA,Ørland,NOR,Norway,NOR.15_1,Sør-Trøndelag,CC_BY_4_0,COORDINATE_ROUNDED;FOOTPRINT_SRS_INVALID,2021-07-04T00:00:00Z,2021-07-04 15:53:00/2021-07-04 15:56:00,4,7,2021,HUMAN_OBSERVATION,Norway,Event,ABSENT,NA,NA,00602d13-ab73-4447-91aa-f96e214f4949,NA,Sweep netting,NA,0,NA,NA,25,NA,NA,3742489531,NA,NA,NA,NA,d38f07f1-94aa-4469-b122-0a6191618507,1340509,NA,NA,NA,"Bombus cingulatus Wahlberg, 1855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,In the original data this is known as transect: 1936-6,GBIF_Apidae,NA
Paige_data_1817981,"Melecta thoracica Cresson, 1875",Apidae,Apinae,Melecta,NA,NA,Melecta thoracica,thoracica,NA,NA,SPECIES,"Cresson, 1875",NA,NA,NA,NA,NA,NA,T.L. Griswold 2000,NA,37.2851,-111.8878,Utah,NA,withheld,NA,Kane,NA,USA,United States,USA.45_1,Utah,CC_BY_4_0,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,United states,NA,PRESENT,NA,R. Sellars,NA,NA,NA,NA,NA,NA,NA,NA,NA,BBSL366460,658942953,NA,USDA-ARS,NA,NA,658942953,1345325,NA,NA,NA,Melecta thoracica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Duplicate,NA,NA,GBIF_Apidae,NA
Paige_data_850222,"Bombus impatiens Cresson, 1863",Apidae,Apinae,Bombus,NA,NA,Bombus impatiens,impatiens,NA,NA,SPECIES,"Cresson, 1863",NA,NA,NA,NA,NA,NA,Claire O'Neill,2018-07-27T17:08:38,42.36955,-71.14429,Massachusetts,NA,NA,NA,NA,NA,USA,United States,USA.22_1,Massachusetts,CC_BY_NC_4_0,NA,2018-07-27T09:46:00Z,19:46:00Z,27,7,2018,HUMAN_OBSERVATION,United states,NA,PRESENT,NA,Claire O'Neill,NA,NA,NA,NA,NA,NA,NA,NA,NA,14792670,2237415185,NA,iNaturalist,iNaturalist research-grade observations,NA,https://www.inaturalist.org/observations/14792670,1340350,NA,NA,NA,Bombus impatiens,2018/07/27 9:46 AM HST,NA,NA,NA,NA,NA,Claire O'Neill,NA,NA,NA,https://www.inaturalist.org/observations/14792670,NA,NA,TRUE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Apidae,NA
Paige_data_972502,"Bombus pensylvanicus (De Geer, 1773)",Apidae,Apinae,Bombus,NA,NA,Bombus pensylvanicus,pensylvanicus,NA,NA,SPECIES,"(De Geer, 1773)",NA,NA,NA,NA,NA,NA,John Ascher,2018-01-25T00:29:09,33.06052,-96.96245,Texas,NA,NA,NA,NA,NA,USA,United States,USA.44_1,Texas,CC_BY_NC_4_0,COORDINATE_ROUNDED,2013-08-25T08:33:00Z,13:33:00Z,25,8,2013,HUMAN_OBSERVATION,United states,NA,PRESENT,NA,Denver Kramer,NA,NA,NA,NA,NA,NA,NA,29012,NA,5629210,1836683288,NA,iNaturalist,iNaturalist research-grade observations,NA,https://www.inaturalist.org/observations/5629210,1340416,NA,NA,NA,Bombus pensylvanicus,2013/08/25 8:33 AM CDT,NA,NA,NA,NA,NA,Denver Kramer,NA,NA,NA,https://www.inaturalist.org/observations/5629210,NA,NA,TRUE,FALSE,NA,NA,NA,Kept duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_4531385,"Bombus hypnorum (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus hypnorum,hypnorum,NA,NA,GENUS,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,64.087736,11.757863,Trøndelag,NA,Binde,NA,NA,Steinkjer,NOR,Norway,NOR.9_1,Nord-Trøndelag,CC_BY_4_0,COORDINATE_ROUNDED;FOOTPRINT_SRS_INVALID,2021-08-10T00:00:00Z,2021-08-10 16:19:00/2021-08-10 16:22:00,10,8,2021,HUMAN_OBSERVATION,Norway,Event,ABSENT,NA,NA,6e7f6967-b6e2-469a-b2e9-014a1b5fabf0,NA,Sweep netting,NA,0,NA,NA,25,NA,NA,3742530629,NA,NA,NA,NA,d4e1d2ae-33f0-4a83-b6fb-4c2b59f79359,1340278,NA,NA,NA,"Bombus Latreille, 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,In the original data this is known as transect: 2437-17,GBIF_Apidae,NA
